cell_id,source_generation_cell_id,phase,task_id,task_group,language,mode,repetition,generator_model_key,model_key,quality_index,critical_failure,semantic_fidelity,clarity,utility,completeness,state_preservation,operational_continuity,context_recoverability,handoff_quality,compactness,protocol_transferability,language_or_variant_stability,ambiguity,information_loss
b4bef68298cfffe18da2af37c04747417b69647f83c1e39d79123d06aaee522a,44887b3ac0210b5fc8987691e893c7d788df29b8148dcb07ddee2e1cbca54f4a,exp06_b_zh_tokenizer_ablation,B009,zh_tokenizer_ablation,ES_LITERAL,compressed,1,qwen3_next_80b_instruct,azure_gpt_5_4_high,3.923076923076923,False,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0
9db5a559b9dce8c4e711fca6806d6eb0f57dd93e5e912aba0cd4b340b8c99bdc,ebbe0c395a02288a1429685b5b6fdfc1c016520bcb1754dfd03cc1c550f829d1,exp06_b_zh_tokenizer_ablation,B009,zh_tokenizer_ablation,ES_LITERAL,compressed,3,grok_4_20_non_reasoning,grok_4_20_reasoning,4.923076923076923,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0
f2398c55728c902f7cf4ac0f2be6861055c80f669bc762bf29f545d981b2edf4,7aa051f56d2a917c0cf47748e4f8c1dfa8942fd58d836a9a9882069d5f6278b8,exp06_b_zh_tokenizer_ablation,B009,zh_tokenizer_ablation,ES_LITERAL,hybrid_state,2,qwen3_next_80b_instruct,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
8113d96efebca4f65cd81b1dd8660a5cdfa7a1423173be2cd1ce1fb59862a351,604bc04e7e7ed4600babc14f5eadaa0e640d41ac0fd44a071bb97b275a1b1ba8,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.846153846153846,False,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0
3dc8e00ddd0e91401bbf4ba068aae495e1a059b93fface4dbd2b64ee9953636b,0d3cfc199a32f9c51392118f15e0cd4104048945c9009c57d26e9e13287ee476,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH,compressed,2,gemini_3_1_pro_preview,grok_4_20_reasoning,1.3846153846153846,True,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0
cd3c2bf7614a9366cd7e841dbca3b76d7c0ba92d598314453b3fec783c3e8868,17b264f3a19a45ab095bf793b8d6b16dc83156d4e50305dabe32806d9f51d1d9,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH,hybrid_state,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
9332bbed1275b2c2e77a9256b26a9c0b7c89c70582b609b4de23c03c4604bec5,bce813062fdf901b1db0e42a7d1a84de102f0cf82f8ec95bed2a7c5bac6842aa,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH,hybrid_state,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.3076923076923077,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0
078f568298875b15bef36aeeb6c09dca60c1d79187524d9854724661b4d5f7bc,12613a49e24b1a4e4a4aa545dacd6bbc5c6bf07c8eca2353155bf87b0a2b881d,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH_PINYIN,compressed,1,qwen3_next_80b_instruct,grok_4_20_reasoning,4.384615384615385,False,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0
b3e11a53e4a976352ac4aaa393f49f7ffb6da6b9c26e648724b2a391189bdbc6,02f6b68b0c32370093955f999c29d417a78d45fff60f328dcbea815175e838b4,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH_PINYIN,hybrid_state,1,gemini_3_1_pro_preview,gemini_3_5_flash,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0
0687280bb7af24abe8cac7263a8e9eab2ff71f8228d3e6f37f9a922cb9d64107,06ffc6c592f51da6563b69082550d6019db51b76a7840334f38446981c776a66,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ZH_PINYIN,hybrid_state,2,qwen3_next_80b_instruct,azure_gpt_5_4_high,3.8461538461538463,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0
825428966a7a555f8512feefeaa41dd2ed678ceee1720a028d74346ba41198b8,eee568940d5857de685d3dcacb012615818434e83b6dd5d7a747d4819c6432b5,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,EN_LITERAL,compressed,1,grok_4_20_non_reasoning,grok_4_20_reasoning,4.846153846153846,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0
efe50e444dbd2db458f9f28d7cfbf00fec4a1d289a5531d7adc70b67e47a61a3,e6eab3adba876a06817f0311ce9951c4269cc60b93fe5b5c512d9b495e1a93f9,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,EN_LITERAL,compressed,3,qwen3_next_80b_instruct,gemini_3_5_flash,4.0,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
09b27827e3ead7cff92bbb987d9f9440b071c61855fb329e140db67837d9ca86,ee5f932f866180e3a81694e52cd5253a2271ede88118020afb17c5d9842f3da7,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,EN_LITERAL,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.6923076923076925,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
610b075807b4adad4462e8233cb09d29ba25efb0db85c506c8c6a3511afafb5c,c81ff3f30e44945d03543a8e988df4824d0aaea501db5fa6ee425f7bf49de33b,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,EN_LITERAL,hybrid_state,3,gemini_3_1_pro_preview,grok_4_20_reasoning,2.4615384615384617,True,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0
c8996ac29a946c286e4206a13107d49011d238ba177088171c4cb219965f3c10,cbf1a67bef07ad780a98327475fcde5b41bfe110457c1b8938c672edcf7355fb,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ES_LITERAL,compressed,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
e30d59f9cfd9dc6899b36a831ca6deadfbd8cb6d7450fa61b983aac58641a51b,9a16cdc7ac69c739019369e8db0f3a389403f0ba71f78fc7cbab87b1a0bc26a8,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ES_LITERAL,hybrid_state,1,gemini_3_1_pro_preview,azure_gpt_5_4_high,2.3846153846153846,True,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0
ad55c207e0c8b197000c67960705961a6f871f59e3c43f88976b4333ae48b363,0c3d0dc5d9d7b31ffe87cd244bb3f1e992f4ed76bc09958bd89b9689958bc4ea,exp06_b_zh_tokenizer_ablation,B010,zh_tokenizer_ablation,ES_LITERAL,hybrid_state,2,qwen3_next_80b_instruct,grok_4_20_reasoning,4.846153846153846,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0
edc256af5e9dfd16c282efab9358c74766cca2d975467a6fb7a687bb57be3464,a25a402929eb70ca194c56f0533562644d2b045a51b72aa03be826e0dfdda909,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ES,compressed,2,gemini_3_1_pro_preview,gemini_3_5_flash,1.9230769230769231,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
b96a87018562d5aaa9caf165bbe00536b4067f7f0a1e975123cb431ab3d06351,a26e0867e65c6923903fad2cfbc7ac5fa12b1d7472c814a99b7bb15960bb69b8,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ES,compressed,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.7692307692307692,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0
b69f1edf53200715ccfb012636222cb6c931bd36fef6953feab08c81ac924c07,7ea694fb8d1f49124913a0b9d130b2b9554e18b94cde95da69574b761629aa4f,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ES,hybrid_state,1,gemini_3_1_pro_preview,grok_4_20_reasoning,1.9230769230769231,True,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0
ee5cc299d0f3481e6aed44b5cd993ad1c20b22262cf13a1c453616b673256b91,fb5922e46e4efb12bfd4103a58e995b6e83586a388f4428a5d6b04719767db04,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ES,hybrid_state,3,gemini_3_1_pro_preview,gemini_3_5_flash,1.3076923076923077,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0
b50f1349ffc680847b672e6e99d9b5adf9abd99441af4e254f41b861c8897dfc,40f3b8707b2e02a5a8acbee2cce9bf7e0cbd2b3e200421a50987199b7d797c42,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,compressed,1,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.9230769230769231,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
b28232fed446b19de9dd8ddcb992291c30ec69c7c1390784bb3396641501229a,3ba535b4c1b611d3b5119506797f6b03de7680dab143bf5e442a8d6013544036,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,compressed,2,gemini_3_1_pro_preview,grok_4_20_reasoning,1.7692307692307692,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
857fa0ee269908bfa7b2c3592556620c1cea0aecf70a3fdeba2e9234f890204d,c1daf5b3ff108ec5f310207f065c80539d14b9bcdcf367fab5f4088a108c2a35,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,hybrid_state,1,gemini_3_1_pro_preview,gemini_3_5_flash,2.3846153846153846,True,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0
983ff68fef15b8aaf991e3e91f1c1809968864cf1d31ba5faebf69f1ac9ba1e8,d21c26d6353781d0e4f81c51b28d6bfc0c7423656d599ca54a9459108540c2a7,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,hybrid_state,2,gemini_3_1_pro_preview,azure_gpt_5_4_high,2.0,True,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
92aa7f6eb3046b8d846def4285b828c73f13f2a7fc4e96e7b619440bf7b0df33,a055e05193d8322b1b7f1084e362ed837327969b097b4cab723d16fbd1a382a5,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,hybrid_state,3,gemini_3_1_pro_preview,grok_4_20_reasoning,1.7692307692307692,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0
38aa71608e58248106a3eae279cdca162d9a05725276f1425691d88a1f9daf54,7627ce21857f877635c682f3d084037104d74e517af55f0cd768f9decacd4165,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,compressed,2,gemini_3_1_pro_preview,gemini_3_5_flash,1.9230769230769231,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
e3179716faf5091d6bed93ab536ab500be69a58c196325a1e46677e752fab50d,400549526ad1d9ebb4566fc2d3ebfcc5a5b323e787cc6a5f1b8414a3c582d9d4,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,compressed,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,2.0,True,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
910a2447f28569c808a03382c312927182d64ed7c4af07e20b8cfe6122067edf,ae781425f145db2d3dae0abfd7e324f9837f4c155c19d680119b5f7ad4f56b7d,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,hybrid_state,1,gemini_3_1_pro_preview,grok_4_20_reasoning,1.8461538461538463,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0
76887063c4645f79b9824c5cd182368ff5ba8603863b2496a66b6668229834ae,cb360ca55a4b27b25b0128b3a042f8e941797865607d4530667e26de824218bc,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,hybrid_state,3,gemini_3_1_pro_preview,gemini_3_5_flash,2.230769230769231,True,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,5.0
1e4a4799e3b7f98f8023c87ddd637d9e7af9a8a7cabff0e683ee7e9560feb1de,a3d0067d2c19589eb019e564075e8b5062a25e5f992365650e8cee273badc952,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,compressed,1,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.6923076923076923,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0
2c3d29f42780ed933aa551b9b7db0241fb570730da954041df317e657690b6e0,978f6d6c5a1f2d356271bab7b23171cb2d259c1bf2adc69d4f4939fd4db517cb,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,compressed,2,gemini_3_1_pro_preview,grok_4_20_reasoning,2.769230769230769,True,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0
40ecd7f36a481d174eed27de4d2df5e0d4fc1b07b81130915f2f6ee95016ec08,439e29886f0e8947c256d12f0c401cf0b7af365e146c92d7f0332df14c88b0e6,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,hybrid_state,1,gemini_3_1_pro_preview,gemini_3_5_flash,1.8461538461538463,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0
f570e8f5c47fe3f6654ccf9a1c31a64dc309614b9791ed7ac80c41eae7436519,a633f2cdf1c4969bd0a0a8256b8565a2a996454f29c34070a77ff44eba56b141,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,hybrid_state,2,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.8461538461538463,True,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0
6a44982563848d43265dabe6b7cb9b937b3f360260611c058409406de7ae98cd,8e8e7d83b96376d3af41b7b2b79ff7040f232c11fc1baebdaec2aea84128121e,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,hybrid_state,3,gemini_3_1_pro_preview,grok_4_20_reasoning,2.1538461538461537,True,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,5.0
fd0c33e822d778bc5f033c5960ce8e7374086115a8ec281c7ecb301f2b23a5e0,c9fef82326cf13080081c8ef3ef6c4d8302164f201423d29ab62b8aaa1438129,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,compressed,2,gemini_3_1_pro_preview,gemini_3_5_flash,3.3846153846153846,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0
0466eeabd078f7fcf58bf1870e4ee8db69a856ba55a6551863fce4f64d2ae8fb,224e94cf929e807026b7d2327b8c0021853ec9dd3a889757a306abbd687a8897,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,compressed,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.7692307692307692,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0
7dd5a68ffead801fb4794e46719a43cd1ea041c436550fb9c03747abf8eb6ebc,1dcc7db4ccc7887fbc14b3ce060558647eb34aa2c9a746531fba4d9d363d309c,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,hybrid_state,1,gemini_3_1_pro_preview,grok_4_20_reasoning,1.4615384615384615,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0
9f67bfbbf2895335bfd1fe5d009d7192dbecd5acad73931664a9b115887d97bd,e190d5ad6b92de93d829599838c7987059d9c3f947a27da6dbf8557cb250efe2,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,hybrid_state,3,gemini_3_1_pro_preview,gemini_3_5_flash,1.0769230769230769,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0
07bf5c458ce92e9d77c18262c6bc9405555a4e5a629259bc1fcc5884d57a3cfe,5ef0e7a1d73f4821fa2f24ca659827781a48c1cfd8c5b6455279259c17dc708a,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,compressed,1,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.6153846153846154,True,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0
a9584757195c058f19eadf8464ede9b05b3ac0c0ba0a90bb9285fca76cb95cde,c14298abd0389d4dfaf27b0c879a536d4bdcf7247df50310b267eb0e0dcfeb88,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,compressed,2,gemini_3_1_pro_preview,grok_4_20_reasoning,1.9230769230769231,True,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0
b3c33617be73f95e252c883a16248a0e4c37a9581c57ec84feb3b0e58925e996,d1c4630ff8d8e1a619295b65d21588abb9f90bf76c16cd2c9b483124672eb54f,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,hybrid_state,1,gemini_3_1_pro_preview,gemini_3_5_flash,3.5384615384615383,False,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0
50015ea73260da73a3888c17186caf2068a0a0c5fbb39e76d0e2e26c29ae567e,d22dbca2166fa98b1ffc42c949caf5ac427dac4e3a538459683bf536bd566a3d,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,hybrid_state,2,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.2307692307692308,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0
deb8e254a4778280738d4ce4a0fa563c263831eabce2a1cbb1c2f8310705cae5,dfedee50d2bda8d34bac73586101e2ab7adda6507d8100bd1e648f722671ddc0,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,hybrid_state,3,gemini_3_1_pro_preview,grok_4_20_reasoning,2.5384615384615383,True,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0
bf4ce14072ac308f728001152a52b68f2e2178760ce8da6ff61e060c37645422,1d532d6a762e730f3fa5b5b358bd952c5e693d0877f64f9cdf46d3074d03547a,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,compressed,2,gemini_3_1_pro_preview,gemini_3_5_flash,1.5384615384615385,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0
93b78817139583b212070166834b8ce25a11af4eec654092354f683edf4b6436,d5cb1cb9e9bd98e8407383a193d9417a6112b41fc0ec139011fd0562ba918066,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,compressed,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.5384615384615385,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0
37df13b5f830a64fb400483ec4ab941ab6edf7f2d3c890cceb39910ff2099b16,fb8807d76a11bafd2a35cc083d5e5bf7b2cf0e35813d103c472e82b021552024,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,hybrid_state,1,gemini_3_1_pro_preview,grok_4_20_reasoning,1.0769230769230769,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0
4501b08ee597576a5ac55bd04c054c202bd01527632e7d21125f87a789646b6b,7ca47dee521b99bb4048bce7b1bf84019b7997add0cc7f257e8e50aaccfbba88,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,hybrid_state,3,gemini_3_1_pro_preview,gemini_3_5_flash,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0
738bbc4729457399b0ddc1748734b2c14f83aa5469d41391ece532855afa6ea8,48ff5a2877c4c9b774ec87d6404cb7d46318cd4b6bc744c176dcaeadbdde7577,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,compressed,1,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.8461538461538463,True,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0
98aac341285550b99d9d23ff698074d2883bb077b5b729f5cf47bf07d7065ea7,3b65d8a62d8f2286c992e4f98ab8b1b57fe59ca3fb9919a7b9bd3a2e624936da,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,compressed,2,gemini_3_1_pro_preview,grok_4_20_reasoning,2.076923076923077,True,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0
38aec175c06f19f8cc9d7c522165a9ae20a43bf34ee04a00b74fb738f399a23d,1fb4adbc29d69265a9c355df0970953e361775b3e383503e4c2a4a9e6f91f6f0,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,hybrid_state,1,gemini_3_1_pro_preview,gemini_3_5_flash,1.6153846153846154,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0
6ce1d2f8a02584abe198b294adf8e99ccbbe76419d7f536ef0272bc77b8f5399,3abc81a1f695a0d1d51c8e8d9e6ad7b197c606af5bfb346a18fed94149088a8d,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,hybrid_state,3,gemini_3_1_pro_preview,grok_4_20_reasoning,1.6153846153846154,True,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,5.0
5e52248b64f7043b8b6f973e46d85ffb390fe237778b4ac09b1b448932325d14,a1d5d89512bec3d2d7c196dc2f1f71f219b010a2a8b7f7c6e89837cd83d3c478,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,compressed,2,gemini_3_1_pro_preview,gemini_3_5_flash,1.3846153846153846,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0
19fd83e628a67e0a09c82bc8ddfb50848d479dfd4dd5dbb58d37cd555b216d37,2db5c20a4e9dbf11610a70702b96ac8c4ffcd372bca9e2766b3d06b70899a50d,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,compressed,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.6923076923076923,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0
eb69fac3e41066acb63a363d986990246073e7bfacc821fe6cd1e1df6f3de12c,23ec96dc5455b75bbfc8a07f82f6748c04bedbdef994a19178b382ae2fc4fd30,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,hybrid_state,1,gemini_3_1_pro_preview,grok_4_20_reasoning,1.4615384615384615,True,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0
219010eb0fcb0dbb70edc362b1c893de667c1c4bd1037d2f5669a9191da29e3b,9da58ca4b4eac32a28cb5644c9e5a935921f17aff592f1ca6e50a22b54c37066,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,hybrid_state,3,gemini_3_1_pro_preview,gemini_3_5_flash,1.2307692307692308,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0
2a807a3dbdf3eb5e47d8eae352b0cfa7e5edfe411a43711dac3e50bb872e7e7c,850bd351fef42cd64efe75d4937a2eaffc30adf8bacdf2b2e13204d88623ab6f,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,compressed,1,gemini_3_1_pro_preview,azure_gpt_5_4_high,1.5384615384615385,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0
07c00df881140424e489614aa887adc66621352a074acf935991991e2855e691,af7108bcc1bb14e93492cd32ed000cfc5cb396d46477290a6617294b35c2011e,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,compressed,2,gemini_3_1_pro_preview,grok_4_20_reasoning,2.0,True,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0
f7f3e3b7829883ad4c5db5c97aad9b4cafbcfcb1738d1806b4fff2a4b27db432,89f834f6dc37eabcd9c5042a149467f3a180301bcb203cad2394dce9fa9952cc,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,hybrid_state,1,gemini_3_1_pro_preview,gemini_3_5_flash,2.1538461538461537,True,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0
28edacb36d137b1c056aa95a30b619248d1986f01501d15d43501c47fbf2fef4,9b2f11c0cd5e969767d3b28081be5a5dbb2a959d781d771e18cf2417c9434181,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,hybrid_state,2,gemini_3_1_pro_preview,azure_gpt_5_4_high,2.230769230769231,True,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0
08f7e29ea1d337020546b9a0513214649e36a2c1f92672c30f6a343308b24a22,41a31ade5c2e262059338d9ddd278fbbfc07cedd358fae4a0dcd93d7f18f3121,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,hybrid_state,3,gemini_3_1_pro_preview,grok_4_20_reasoning,1.3846153846153846,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0
6c91d65ef536d50f9b6dddfb7c9a0c66355f238e9535a94d7fe01aa34709f4c2,321718cbadcd342c1aefa5397d6bd9820dbd0937652401cf504f5e1b5a3ed154,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,EN,compressed,2,gemini_3_1_pro_preview,gemini_3_5_flash,2.5384615384615383,True,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0
072fcdaa1c481dbf0fd36a3af56f99507d412e86a6c3df22332c0e746ec8411b,603d37279f37bdd88041e319cf9885013e68765b21c355a323d7ff69622da150,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,EN,compressed,3,gemini_3_1_pro_preview,azure_gpt_5_4_high,2.230769230769231,True,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,5.0
